waveform	[0]	[1]
t0	2/27/2024  16:34:33.202946	2/27/2024  16:34:33.202946
delta t	0.000200	0.000200

time	Y[0]	Y[1]
2/27/2024  16:34:33.256946	6.455733E-1	3.028672E+0
2/27/2024  16:34:33.257146	6.971965E-1	3.028510E+0
2/27/2024  16:34:33.257346	5.952448E-1	3.028187E+0
2/27/2024  16:34:33.257546	6.308470E-1	3.028834E+0
2/27/2024  16:34:33.257746	6.619180E-1	3.028510E+0
2/27/2024  16:34:33.257946	5.298065E+0	2.968957E+0
2/27/2024  16:34:33.258146	6.111039E-1	3.028834E+0
2/27/2024  16:34:33.258346	6.431459E-1	3.028510E+0
2/27/2024  16:34:33.258546	6.926654E-1	3.028834E+0
2/27/2024  16:34:33.258746	5.996141E-1	3.028349E+0
2/27/2024  16:34:33.258946	6.424986E-1	3.028349E+0
2/27/2024  16:34:33.259146	6.892670E-1	3.029805E+0
2/27/2024  16:34:33.259346	6.022034E-1	3.027863E+0
2/27/2024  16:34:33.259546	6.554449E-1	3.031909E+0
2/27/2024  16:34:33.259746	5.941120E-1	3.028187E+0
2/27/2024  16:34:33.259946	6.578723E-1	3.030614E+0
2/27/2024  16:34:33.260146	5.950829E-1	3.028025E+0
2/27/2024  16:34:33.260346	6.567395E-1	3.029805E+0
2/27/2024  16:34:33.260546	5.952448E-1	3.028996E+0
2/27/2024  16:34:33.260746	6.570631E-1	3.030452E+0
2/27/2024  16:34:33.260946	5.887716E-1	3.029481E+0
2/27/2024  16:34:33.261146	6.475153E-1	3.030290E+0
2/27/2024  16:34:33.261346	5.298065E+0	2.967500E+0
2/27/2024  16:34:33.261546	6.151496E-1	3.031100E+0
2/27/2024  16:34:33.261746	6.454115E-1	3.031909E+0
2/27/2024  16:34:33.261946	6.827938E-1	3.032718E+0
2/27/2024  16:34:33.262146	1.043671E+0	3.031423E+0
2/27/2024  16:34:33.262346	6.170916E-1	3.031585E+0
2/27/2024  16:34:33.262546	6.413658E-1	3.031909E+0
2/27/2024  16:34:33.262746	6.682293E-1	3.030290E+0
2/27/2024  16:34:33.262946	1.833881E+0	3.018800E+0
2/27/2024  16:34:33.263146	5.897426E-1	3.031747E+0
2/27/2024  16:34:33.263346	6.193572E-1	3.031747E+0
2/27/2024  16:34:33.263546	6.400712E-1	3.031585E+0
2/27/2024  16:34:33.263746	6.593287E-1	3.033527E+0
2/27/2024  16:34:33.263946	6.892670E-1	3.031100E+0
2/27/2024  16:34:33.264146	5.298065E+0	3.020581E+0
2/27/2024  16:34:33.264346	6.004233E-1	3.030129E+0
2/27/2024  16:34:33.264546	6.243738E-1	3.030290E+0
2/27/2024  16:34:33.264746	6.436314E-1	3.030129E+0
2/27/2024  16:34:33.264946	6.670965E-1	3.026730E+0
2/27/2024  16:34:33.265146	8.430038E-1	3.033365E+0
2/27/2024  16:34:33.265346	5.928173E-1	3.029158E+0
2/27/2024  16:34:33.265546	6.234029E-1	3.028996E+0
2/27/2024  16:34:33.265746	6.491336E-1	3.028672E+0
2/27/2024  16:34:33.265946	6.894288E-1	3.028996E+0
2/27/2024  16:34:33.266146	5.890953E-1	3.027216E+0
2/27/2024  16:34:33.266346	6.243738E-1	3.027539E+0
2/27/2024  16:34:33.266546	6.530174E-1	3.027863E+0
2/27/2024  16:34:33.266746	7.120847E-1	3.027701E+0
2/27/2024  16:34:33.266946	5.962157E-1	3.025921E+0
2/27/2024  16:34:33.267146	6.318179E-1	3.026892E+0
2/27/2024  16:34:33.267346	6.632126E-1	3.025759E+0
2/27/2024  16:34:33.267546	5.298065E+0	2.967824E+0
2/27/2024  16:34:33.267746	6.135313E-1	3.025597E+0
2/27/2024  16:34:33.267946	6.447642E-1	3.026568E+0
2/27/2024  16:34:33.268146	6.889433E-1	3.026568E+0
2/27/2024  16:34:33.268346	5.894189E-1	3.026245E+0
2/27/2024  16:34:33.268546	6.308470E-1	3.025597E+0
2/27/2024  16:34:33.268746	6.635363E-1	3.025921E+0
2/27/2024  16:34:33.268946	5.298065E+0	2.969604E+0
2/27/2024  16:34:33.269146	6.167679E-1	3.025112E+0
2/27/2024  16:34:33.269346	6.486481E-1	3.025759E+0
2/27/2024  16:34:33.269546	6.996240E-1	3.027216E+0
2/27/2024  16:34:33.269746	5.970249E-1	3.025112E+0
2/27/2024  16:34:33.269946	6.329507E-1	3.026245E+0
2/27/2024  16:34:33.270146	6.661255E-1	3.022846E+0
2/27/2024  16:34:33.270346	5.298065E+0	2.969118E+0
2/27/2024  16:34:33.270546	6.060872E-1	3.025921E+0
2/27/2024  16:34:33.270746	6.319798E-1	3.026407E+0
2/27/2024  16:34:33.270946	6.551212E-1	3.027216E+0
2/27/2024  16:34:33.271146	6.957401E-1	3.026730E+0
2/27/2024  16:34:33.271346	5.298065E+0	3.032394E+0
2/27/2024  16:34:33.271546	5.892571E-1	3.025759E+0
2/27/2024  16:34:33.271746	5.886098E-1	3.027216E+0
2/27/2024  16:34:33.271946	5.915227E-1	3.027054E+0
2/27/2024  16:34:33.272146	5.939501E-1	3.027378E+0
2/27/2024  16:34:33.272346	6.179007E-1	3.027378E+0
2/27/2024  16:34:33.272546	6.387765E-1	3.027863E+0
2/27/2024  16:34:33.272746	6.515610E-1	3.028510E+0
2/27/2024  16:34:33.272946	6.476771E-1	3.028672E+0
2/27/2024  16:34:33.273146	6.400712E-1	3.028510E+0
2/27/2024  16:34:33.273346	6.331126E-1	3.028187E+0
2/27/2024  16:34:33.273546	6.135313E-1	3.028672E+0
2/27/2024  16:34:33.273746	5.978340E-1	3.027701E+0
2/27/2024  16:34:33.273946	5.892571E-1	3.028349E+0
2/27/2024  16:34:33.274146	6.096475E-1	3.027863E+0
2/27/2024  16:34:33.274346	6.316561E-1	3.027863E+0
2/27/2024  16:34:33.274546	6.339217E-1	3.028672E+0
2/27/2024  16:34:33.274746	6.355400E-1	3.028834E+0
2/27/2024  16:34:33.274946	6.470298E-1	3.028672E+0
2/27/2024  16:34:33.275146	6.649927E-1	3.024950E+0
2/27/2024  16:34:33.275346	6.905616E-1	3.029319E+0
2/27/2024  16:34:33.275546	5.298065E+0	3.056183E+0
2/27/2024  16:34:33.275746	5.911990E-1	3.028834E+0
2/27/2024  16:34:33.275946	6.180625E-1	3.028510E+0
2/27/2024  16:34:33.276146	6.365110E-1	3.028834E+0
2/27/2024  16:34:33.276346	6.578723E-1	3.030614E+0
2/27/2024  16:34:33.276546	6.889433E-1	3.029158E+0
2/27/2024  16:34:33.276746	1.423159E+0	3.027701E+0
2/27/2024  16:34:33.276946	6.102948E-1	3.028834E+0
2/27/2024  16:34:33.277146	6.327889E-1	3.028996E+0
2/27/2024  16:34:33.277346	6.544739E-1	3.029643E+0
2/27/2024  16:34:33.277546	6.834411E-1	3.030129E+0
2/27/2024  16:34:33.277746	5.298065E+0	2.967986E+0
2/27/2024  16:34:33.277946	5.989668E-1	3.030452E+0
2/27/2024  16:34:33.278146	6.230792E-1	3.031747E+0
2/27/2024  16:34:33.278346	6.412040E-1	3.031747E+0
2/27/2024  16:34:33.278546	6.622416E-1	3.033689E+0
2/27/2024  16:34:33.278746	7.036697E-1	3.031747E+0
2/27/2024  16:34:33.278946	2.057691E+0	3.031747E+0
2/27/2024  16:34:33.279146	6.078674E-1	3.031261E+0
2/27/2024  16:34:33.279346	6.319798E-1	3.031909E+0
2/27/2024  16:34:33.279546	6.525319E-1	3.032394E+0
2/27/2024  16:34:33.279746	6.897524E-1	3.032394E+0
2/27/2024  16:34:33.279946	5.962157E-1	3.031261E+0
2/27/2024  16:34:33.280146	6.198426E-1	3.031423E+0
2/27/2024  16:34:33.280346	6.475153E-1	3.030938E+0
2/27/2024  16:34:33.280546	6.874868E-1	3.030452E+0
2/27/2024  16:34:33.280746	5.897426E-1	3.030290E+0
2/27/2024  16:34:33.280946	6.193572E-1	3.029805E+0
2/27/2024  16:34:33.281146	6.429841E-1	3.029319E+0
2/27/2024  16:34:33.281346	6.727605E-1	3.030614E+0
2/27/2024  16:34:33.281546	5.298065E+0	2.972355E+0
2/27/2024  16:34:33.281746	6.023652E-1	3.028834E+0
2/27/2024  16:34:33.281946	6.285814E-1	3.029319E+0
2/27/2024  16:34:33.282146	6.526938E-1	3.029158E+0
2/27/2024  16:34:33.282346	6.858686E-1	3.029158E+0
2/27/2024  16:34:33.282546	2.617622E+0	3.031423E+0
2/27/2024  16:34:33.282746	6.130459E-1	3.027378E+0
2/27/2024  16:34:33.282946	6.386147E-1	3.027539E+0
2/27/2024  16:34:33.283146	6.669347E-1	3.025436E+0
2/27/2024  16:34:33.283346	5.298065E+0	2.967338E+0
2/27/2024  16:34:33.283546	6.136932E-1	3.025436E+0
2/27/2024  16:34:33.283746	6.467061E-1	3.025921E+0
2/27/2024  16:34:33.283946	7.125702E-1	3.026730E+0
2/27/2024  16:34:33.284146	6.028507E-1	3.025597E+0
2/27/2024  16:34:33.284346	6.394239E-1	3.026083E+0
2/27/2024  16:34:33.284546	6.818229E-1	3.026083E+0
2/27/2024  16:34:33.284746	5.894189E-1	3.024950E+0
2/27/2024  16:34:33.284946	6.264776E-1	3.025274E+0
2/27/2024  16:34:33.285146	6.522083E-1	3.025921E+0
2/27/2024  16:34:33.285346	6.954164E-1	3.026568E+0
2/27/2024  16:34:33.285546	5.913609E-1	3.024788E+0
2/27/2024  16:34:33.285746	6.180625E-1	3.024950E+0
2/27/2024  16:34:33.285946	6.408803E-1	3.025921E+0
2/27/2024  16:34:33.286146	6.670965E-1	3.023170E+0
2/27/2024  16:34:33.286346	7.944553E-1	3.029643E+0
2/27/2024  16:34:33.286546	5.890953E-1	3.024303E+0
2/27/2024  16:34:33.286746	6.185480E-1	3.025759E+0
2/27/2024  16:34:33.286946	6.382911E-1	3.025597E+0
2/27/2024  16:34:33.287146	6.606234E-1	3.028834E+0
2/27/2024  16:34:33.287346	7.009186E-1	3.027216E+0
2/27/2024  16:34:33.287546	5.945974E-1	3.024303E+0
2/27/2024  16:34:33.287746	6.135313E-1	3.025597E+0
